Name,Timestamp,Status,Description,Vibration Frequency,Vibration Amplitude,Bearing Temperature,Motor Temperature,Belt Load,Torque,Noise Levels,Current and Voltage,Hydraulic Pressure,Belt Thickness,Roller Condition
Conveyor Belt 4,10/22/2023 0:30,Running,,1503.22,0.06,77.307,96.755,1.21,314.38,58.2,15.03,384.2,1.6355,68.172
Conveyor Belt 4,10/22/2023 0:45,Running,,1508.11,0.04,77.474,97.661,1.29,311.84,56.16,15.43,379.79,1.63525,68.099
Conveyor Belt 4,10/22/2023 1:00,Running,,1498.13,0.06,77.785,97.471,1.07,317.14,55.39,14.35,383.95,1.635,68.026
Conveyor Belt 4,10/22/2023 1:15,Running,,1494.89,0.05,77.813,97.814,1.33,305.58,62.25,15.65,383.02,1.63475,67.953
ERROR,10/22/2023 1:30,Running,,1498.2,0.06,77.622,97.464,1.18,285.96,59.25,14.91,383.54,1.6345,67.88
Conveyor Belt 4,10/22/2023 1:45,Running,,1507.17,0.06,78.487,98.139,1.24,298.84,58.93,15.21,377.37,1.63425,67.807
Conveyor Belt 4,10/22/2023 2:00,Running,,1507.43,0.06,78.294,97.877,1.07,307.51,61.77,14.36,,1.634,67.734
Conveyor Belt 4,10/22/2023 2:15,Running,,1502.35,0.05,78.561,98.96,1.17,308.73,62.23,14.87,377.47,1.63375,67.661
Conveyor Belt 4,10/22/2023 2:30,Running,,1507.39,0.05,78.848,98.676,1.18,312.55,61.44,14.89,383.94,1.6335,67.588
Conveyor Belt 4,10/22/2023 2:45,Running,,1504.49,0.05,78.603,99.41,1.32,293.46,63.05,ERROR,384.45,1.63325,67.515
Conveyor Belt 4,10/22/2023 3:00,Maintenance,Clean the Conveyor,1490,0.04,60,80,1,280,55,14,375,1.63325,100
Conveyor Belt 4,10/22/2023 3:15,Maintenance,Check for Damage,1490,0.04,60,80,1,280,55,14,375,,100
Conveyor Belt 4,10/22/2023 3:30,Maintenance,Check for Misalignment,1490,0.04,60,80,1,280,55,14,375,1.63325,100
Conveyor Belt 4,10/22/2023 3:45,Maintenance,Check Belt Tension,1490,0.04,60,80,1,280,55,14,375,1.63325,100
Conveyor Belt 4,10/22/2023 4:00,Maintenance,Examine Belt Joints,1490,0.04,60,80,1,280,55,14,375,1.63325,100
Conveyor Belt 4,10/22/2023 4:15,Maintenance,Inspect Safety Guards,1490,0.04,60,80,1,280,55,14,375,1.63325,100
Conveyor Belt 4,10/22/2023 4:30,Maintenance,Check Belt Cleaners and Scrapers,1490,0.04,60,80,1,280,55,14,375,1.63325,100
Conveyor Belt 4,10/22/2023 4:45,Running,,nan,0.04,60.039,80.197,1.31,283.41,58.03,15.53,381.71,1.633,99.927
Conveyor Belt 4,10/22/2023 5:00,Running,,1502.78,0.05,60.82,80.187,1.24,318.5,58.66,15.21,382.02,1.63275,99.854
Conveyor Belt 4,10/22/2023 5:15,Running,,1492.64,0.05,88.932,80.033,1.37,308.61,58.19,22.41,383.58,1.6325,99.781
Conveyor Belt 4,10/22/2023 5:30,Running,,1494.29,0.05,60.636,80.606,1.39,303.8,55.75,15.97,375.78,1.63225,99.708
Conveyor Belt 4,10/22/2023 5:45,Running,,1502.74,0.05,96.837,80.76,1.06,299.1,60.6,18.87,ERROR,1.632,99.635
Conveyor Belt 4,10/22/2023 6:00,Running,,1498.91,0.04,61.513,80.798,1.16,286.42,64.25,14.81,379.14,1.63175,99.562
Conveyor Belt 4,10/22/2023 6:15,Running,,1500.43,0.05,61.767,81.078,1.21,287.82,64.83,15.05,384.57,1.6315,99.489
Conveyor Belt 4,10/22/2023 6:30,Running,,1492.73,0.06,61.631,81.415,1.07,285.96,57.92,14.33,379.4,1.63125,99.416
Conveyor Belt 4,10/22/2023 6:45,Running,,1503.17,0.05,102.007,81.563,1.14,315.87,62.16,ERROR,378,1.631,99.343
Conveyor Belt 4,10/22/2023 7:00,Running,,1503.54,0.05,62.565,82.127,1.24,315.21,61.04,15.18,376.93,1.63075,99.27
Conveyor Belt 4,10/22/2023 7:15,Running,,1499.35,0.05,97.074,81.725,1.12,281.15,61.96,20.47,379.75,1.6305,99.197
Conveyor Belt 4,10/22/2023 7:30,Running,,1495.89,0.06,107.268,82.251,1.29,287.37,62.94,20.98,382.08,1.63025,99.124
Conveyor Belt 4,10/22/2023 7:45,Running,,1503.74,0.04,62.924,82.46,1.1,313.67,64.95,14.49,377.86,1.63,99.051
Conveyor Belt 4,10/22/2023 8:00,Running,,1491.18,0.05,62.737,83.116,1.1,284.64,64.83,14.49,381.79,1.62975,98.978
Conveyor Belt 4,10/22/2023 8:15,Running,,1509.18,0.05,63.273,82.627,1.22,304.26,58.49,15.09,376.82,1.6295,98.905
Conveyor Belt 4,10/22/2023 8:30,Running,,1493.95,0.04,64.012,82.917,1.15,308.74,62.64,14.76,383.19,1.62925,98.832
Conveyor Belt 4,10/22/2023 8:45,Running,,1494.47,0.06,95.43900000000001,83.494,1.38,292.21,55.35,22.81,379.49,1.629,98.759
Conveyor Belt 4,10/22/2023 9:00,Running,,1493.22,0.06,64.396,83.138,1.34,313.87,59.02,15.69,377.59,1.62875,98.686
Conveyor Belt 4,10/22/2023 9:15,Running,,1503.72,0.05,64.518,83.912,1.03,297.8,58.27,14.13,383.91,1.6285,98.613
Conveyor Belt 4,10/22/2023 9:30,Running,,1505.51,0.05,64.5,84.429,1.07,299.11,58.27,14.35,378.09,1.62825,
Conveyor Belt 4,10/22/2023 9:45,Running,,1492.6,0.05,64.762,83.739,1.36,282.03,62.16,,378.69,1.628,98.467
Conveyor Belt 4,10/22/2023 10:00,Running,,1500.73,0.05,64.781,84.33,1.26,298.4,60.82,15.31,379.78,1.62775,98.394
Conveyor Belt 4,10/22/2023 10:15,Running,,1500.92,0.04,64.565,84.199,1.16,289.06,55.82,14.78,383.06,1.6275,98.321
Conveyor Belt 4,10/22/2023 10:30,Running,,1496.76,0.06,94.267,85.319,1.28,293.02,59.74,20.49,381.32,1.62725,98.248
Conveyor Belt 4,10/22/2023 10:45,Running,,1507.65,0.05,100.911,85.499,1.18,301.36,63.16,19.81,384.12,1.627,98.175
Conveyor Belt 4,10/22/2023 11:00,Running,,1506.8,0.05,104.857,85.23,1.39,294.49,64.54,21.23,384.44,1.62675,98.102
Conveyor Belt 4,10/22/2023 11:15,Running,,1500.1,0.06,93.848,85.066,1.07,295.16,63.05,20.53,384.82,1.6265,98.029
Conveyor Belt 4,10/22/2023 11:30,Running,,1496.11,0.05,66.163,85.713,1.38,303.99,58.17,15.92,376.43,1.62625,97.956
Conveyor Belt 4,10/22/2023 11:45,Running,,1497.1,0.04,98.35600000000001,86.055,1.01,319.15,60.57,19.53,377.83,1.626,97.883
Conveyor Belt 4,10/22/2023 12:00,Running,,1501.79,0.06,66.056,86.438,1.38,311.46,59.18,15.91,383.77,1.62575,97.81
Conveyor Belt 4,10/22/2023 12:15,Running,,1503.77,0.04,99.151,86.808,1.16,319.71,56.59,18.87,383.99,1.6255,97.737
Conveyor Belt 4,10/22/2023 12:30,Running,,1508.58,0.06,66.838,86.403,1.23,282.81,60.66,15.17,ERROR,1.62525,97.664
Conveyor Belt 4,10/22/2023 12:45,Running,,1493.63,0.06,67.242,86.332,1.23,283.52,60.38,15.16,384.93,1.625,97.591
Conveyor Belt 4,10/22/2023 13:00,Running,,1494.09,0.05,67.409,87.401,1.18,292.61,63.76,14.88,375.12,1.62475,97.518
Conveyor Belt 4,10/22/2023 13:15,Running,,1499.64,0.06,67.635,87.277,1.1,281.69,59.44,14.49,375.65,1.6245,97.445
Conveyor Belt 4,10/22/2023 13:30,Running,,1507.24,0.05,67.608,87.434,1.23,317.22,61.02,15.16,375.06,1.62425,97.372
Conveyor Belt 4,10/22/2023 13:45,Running,,1494.41,nan,99.548,87.915,1.27,315.24,64.49,19.84,378.02,1.624,97.299
Conveyor Belt 4,10/22/2023 14:00,Running,,1494.4,0.06,111.562,88.153,1.4,293.16,62.74,20.1,377.9,1.62375,97.226
Conveyor Belt 4,10/22/2023 14:15,,,1507.02,0.04,67.977,87.928,1.03,292.2,59.75,14.16,379.93,1.6235,97.153
Conveyor Belt 4,10/22/2023 14:30,Running,,1503.61,0.05,68.576,88.517,1.33,308.15,59.85,15.64,380.17,1.62325,97.08
Conveyor Belt 4,10/22/2023 14:45,Running,,1498.66,0.05,96.357,88.478,1.05,285.63,56.17,20.2,375.54,1.623,97.007
Conveyor Belt 4,10/22/2023 15:00,Running,,1505.6,0.04,69.091,88.167,1.3,313.92,60.26,15.52,380.81,1.62275,96.934
Conveyor Belt 4,10/22/2023 15:15,Running,,1499.18,0.04,99.545,89.137,1.34,299.01,60.49,21.46,377.41,1.6225,96.861
Conveyor Belt 4,10/22/2023 15:30,Running,,1496.82,0.05,69.964,88.995,1.32,304.5,62.9,15.58,382.91,1.62225,96.788
Conveyor Belt 4,10/22/2023 15:45,Running,,1496.09,0.06,69.467,89.266,1.16,286.35,56.58,14.82,383.43,1.622,96.715
Conveyor Belt 4,nan,Running,,1501.02,0.06,69.519,89.073,1.05,303.39,58.06,14.24,383.39,1.62175,96.642
Conveyor Belt 4,10/22/2023 16:15,Running,,1505.21,0.04,70.064,89.878,1.16,318.87,58.55,14.82,383.65,1.6215,96.569
Conveyor Belt 4,10/22/2023 16:30,Running,,1508.89,0.04,70.461,89.512,1.24,301.58,55.88,15.2,382.59,1.62125,96.496
Conveyor Belt 4,10/22/2023 16:45,Running,,1499.29,0.06,70.686,90.588,1.08,299.84,62.79,14.38,378.19,1.621,96.423
Conveyor Belt 4,10/22/2023 17:00,Running,,1502.72,0.04,70.643,90.636,1.08,290.84,64.82,14.38,380.52,1.62075,96.35
Conveyor Belt 4,10/22/2023 17:15,Running,,1509.66,0.05,71.315,90.858,1.18,311.51,63.59,14.91,383.9,1.6205,96.277
Conveyor Belt 4,10/22/2023 17:30,Running,,1503.47,0.06,71.294,91.052,1.26,303.69,57.61,15.31,377.56,1.62025,96.204
Conveyor Belt 4,10/22/2023 17:45,Running,,1503.56,0.04,106.314,90.66,1.26,303.29,63.83,19.39,381.51,1.62,96.131
Conveyor Belt 4,10/22/2023 18:00,Running,,1494.3,0.06,71.319,91.405,1.18,284.07,56.29,14.88,376.31,1.61975,96.058
Conveyor Belt 4,10/22/2023 18:15,Running,,1499.08,0.06,71.926,91.5,1.1,306.48,59.43,14.49,380.02,1.6195,95.985
Conveyor Belt 4,10/22/2023 18:30,Running,,1496.13,0.05,71.837,91.829,1.15,303.69,62.82,14.75,379.92,1.61925,95.912
Conveyor Belt 4,10/22/2023 18:45,Running,,1501.45,0.04,72.659,91.338,1.3,317.62,57.98,15.49,376.91,,95.839
Conveyor Belt 4,,Running,,1491.35,0.05,72.875,91.883,1.11,287.91,64.77,14.53,376.44,1.61875,95.766
Conveyor Belt 4,10/22/2023 19:15,Running,,1493.36,0.06,72.878,92.381,1.04,ERROR,63.3,14.2,384.7,1.6185,95.693
Conveyor Belt 4,ERROR,Running,,1501.82,0.06,72.557,92.573,1.22,316.28,60.18,15.09,380.72,1.61825,95.62
Conveyor Belt 4,10/22/2023 19:45,Running,,1496.57,0.05,ERROR,92.36,1.38,285.7,58.74,15.89,377.43,1.618,95.547
Conveyor Belt 4,10/22/2023 20:00,Running,,1505.83,0.05,73.741,92.413,1.2,290.97,63.98,15.01,379.36,1.61775,95.474
Conveyor Belt 4,10/22/2023 20:15,Running,,1496.86,0.04,73.089,92.677,1.1,294.1,58.9,14.48,375.32,1.6175,95.401
Conveyor Belt 4,10/22/2023 20:30,Running,,1490.97,0.04,73.91,93.218,1.15,317.49,64.6,14.73,380.38,1.61725,95.328
Conveyor Belt 4,10/22/2023 20:45,Running,,1495.81,0.04,107.469,93.289,1.19,307.64,59.54,21.01,377.18,1.617,95.255
Conveyor Belt 4,10/22/2023 21:00,Running,,1491.34,0.04,74.179,93.58,1.3,288.86,55.75,15.5,379.31,1.61675,95.182
Conveyor Belt 4,10/22/2023 21:15,Running,,1497.93,0.06,74.603,93.487,1.34,308.1,59.28,15.68,380.92,1.6165,95.109
Conveyor Belt 4,10/22/2023 21:30,Running,,1499.02,0.05,74.23,94.213,1.2,316.37,60.99,14.98,383.16,1.61625,95.036
nan,10/22/2023 21:45,Running,,1499.49,0.06,75.218,94.206,1.24,285.67,56.75,15.21,382.96,1.616,94.963
Conveyor Belt 4,10/22/2023 22:00,Running,,1490.69,0.05,75.089,94.3,1.16,311.37,65,14.79,379.97,1.61575,94.89
Conveyor Belt 4,10/22/2023 22:15,Running,,1499.56,0.04,109.938,94.554,1.29,306.51,64.62,20.2,380.23,1.6155,94.817
Conveyor Belt 4,10/22/2023 22:30,Running,,1501.13,0.05,75.083,94.971,1.11,317.34,56.14,14.55,383.23,1.61525,94.744
Conveyor Belt 4,10/22/2023 22:45,Running,,1506.74,0.05,75.549,95.59,1.25,309.2,,15.23,384.42,1.615,94.671
Conveyor Belt 4,10/22/2023 23:00,Running,,1502.84,0.05,117.34,95.287,1.39,305.42,,22.78,ERROR,1.61475,
Conveyor Belt 4,10/22/2023 23:15,Running,,1503.36,0.05,75.889,95.888,1.06,312.37,64.7,14.28,377.08,1.6145,94.525
Conveyor Belt 4,10/22/2023 23:30,Running,,nan,0.04,76.001,95.738,1.28,287.36,57.81,15.42,384.19,1.61425,94.452
Conveyor Belt 4,10/22/2023 23:45,Running,,1495.26,0.05,76.106,95.848,1.3,297.35,58.84,15.49,376.62,,94.379
Conveyor Belt 4,10/23/2023 0:00,Running,,1490.82,0.04,77.13,96.902,1.36,ERROR,55.12,15.79,382.09,1.61375,94.306
Conveyor Belt 4,10/23/2023 0:15,Running,,1498.37,0.04,77.076,96.975,1.07,295.5,59.68,14.34,376.48,1.6135,94.233
Conveyor Belt 4,10/23/2023 0:30,Running,,1503.22,0.06,77.307,96.755,1.21,314.38,58.2,15.03,384.2,1.61325,94.16
Conveyor Belt 4,10/23/2023 0:45,Running,,1508.11,0.04,77.474,97.661,1.29,311.84,56.16,15.43,379.79,1.613,94.087
Conveyor Belt 4,10/23/2023 1:00,Running,,1498.13,0.06,77.785,97.471,1.07,317.14,55.39,14.35,383.95,1.61275,94.014
Conveyor Belt 4,10/23/2023 1:15,Running,,1494.89,0.05,77.813,97.814,1.33,305.58,62.25,15.65,383.02,1.6125,93.941
Conveyor Belt 4,10/23/2023 1:30,Running,,1498.2,0.06,77.622,97.464,1.18,285.96,59.25,14.91,383.54,1.61225,93.868
Conveyor Belt 4,10/23/2023 1:45,Running,,1507.17,0.06,78.487,98.139,1.24,298.84,58.93,15.21,377.37,1.612,93.795
Conveyor Belt 4,10/23/2023 2:00,Running,,1507.43,0.06,78.294,97.877,1.07,307.51,61.77,14.36,377.28,1.61175,93.722
Conveyor Belt 4,10/23/2023 2:15,Running,,1502.35,0.05,78.561,98.96,1.17,308.73,62.23,14.87,377.47,1.6115,93.649
Conveyor Belt 4,10/23/2023 2:30,Running,,1507.39,0.05,78.848,98.676,1.18,312.55,61.44,14.89,383.94,1.61125,93.576
Conveyor Belt 4,10/23/2023 2:45,Running,,1504.49,0.05,78.603,99.41,1.32,293.46,63.05,15.58,384.45,1.611,93.503
Conveyor Belt 4,10/23/2023 3:00,Maintenance,Clean the Conveyor,1490,0.04,60,80,1,,55,14,375,1.611,93.503
Conveyor Belt 4,10/23/2023 3:15,Maintenance,Check for Damage,1490,0.04,60,80,1,280,55,14,375,1.611,93.503
Conveyor Belt 4,10/23/2023 3:30,Maintenance,Check for Misalignment,1490,0.04,60,80,1,280,55,14,375,1.611,93.503
Conveyor Belt 4,10/23/2023 3:45,Maintenance,Check Belt Tension,1490,0.04,60,80,1,280,55,14,375,1.611,93.503
Conveyor Belt 4,10/23/2023 4:00,Maintenance,Examine Belt Joints,1490,0.04,60,80,1,280,55,14,375,1.611,93.503
Conveyor Belt 4,10/23/2023 4:15,Maintenance,Inspect Safety Guards,1490,0.04,60,80,1,280,,14,375,1.611,93.503
Conveyor Belt 4,10/23/2023 4:30,Maintenance,Check Belt Cleaners and Scrapers,1490,0.04,60,80,1,280,55,14,375,1.611,93.503
Conveyor Belt 4,10/23/2023 4:45,nan,,1497.61,0.04,60.039,80.197,1.31,283.41,58.03,15.53,381.71,1.61075,93.43
Conveyor Belt 4,10/23/2023 5:00,Running,,1502.78,0.05,89.65299999999999,80.187,1.24,318.5,58.66,20.83,382.02,1.6105,93.357
Conveyor Belt 4,10/23/2023 5:15,Running,,1492.64,0.05,60.631,80.033,1.37,308.61,58.19,15.87,383.58,1.61025,93.284
Conveyor Belt 4,10/23/2023 5:30,Running,,1494.29,0.05,60.636,80.606,1.39,303.8,55.75,15.97,375.78,1.61,93.211
Conveyor Belt 4,10/23/2023 5:45,Running,,1502.74,0.05,60.899,80.76,1.06,299.1,60.6,14.29,384.55,1.60975,93.138
Conveyor Belt 4,10/23/2023 6:00,Running,,1498.91,0.04,61.513,80.798,1.16,286.42,64.25,14.81,379.14,1.6095,93.065
Conveyor Belt 4,10/23/2023 6:15,Running,,1500.43,0.05,61.767,,1.21,287.82,64.83,15.05,384.57,1.60925,92.992
Conveyor Belt 4,10/23/2023 6:30,Running,,1492.73,0.06,104.114,81.415,1.07,285.96,57.92,19.08,379.4,1.609,92.919
Conveyor Belt 4,10/23/2023 6:45,Running,,1503.17,0.05,62.597,81.563,1.14,315.87,62.16,14.69,378,1.60875,92.846
Conveyor Belt 4,10/23/2023 7:00,Running,,1503.54,0.05,97.834,82.127,1.24,315.21,61.04,20.36,376.93,1.6085,92.773
Conveyor Belt 4,10/23/2023 7:15,Running,,1499.35,0.05,62.445,81.725,1.12,281.15,61.96,14.6,379.75,1.60825,92.7
Conveyor Belt 4,10/23/2023 7:30,Running,,1495.89,0.06,63.05,82.251,1.29,287.37,62.94,15.47,382.08,1.608,92.627
Conveyor Belt 4,10/23/2023 7:45,Running,,1503.74,0.04,62.924,82.46,1.1,313.67,64.95,14.49,377.86,1.60775,92.554
Conveyor Belt 4,10/23/2023 8:00,Running,,1491.18,0.05,62.737,83.116,1.1,284.64,64.83,14.49,381.79,1.6075,92.481
Conveyor Belt 4,10/23/2023 8:15,Running,,1509.18,0.05,63.273,ERROR,1.22,304.26,58.49,15.09,376.82,1.60725,92.408
Conveyor Belt 4,10/23/2023 8:30,Running,,1493.95,0.04,64.012,82.917,1.15,308.74,62.64,14.76,383.19,1.607,92.335
Conveyor Belt 4,10/23/2023 8:45,Running,,1494.47,0.06,63.926,83.494,1.38,292.21,55.35,15.88,379.49,1.60675,92.262
Conveyor Belt 4,10/23/2023 9:00,Running,,1493.22,0.06,64.396,83.138,1.34,313.87,59.02,15.69,377.59,,92.189
Conveyor Belt 4,10/23/2023 9:15,Running,,1503.72,0.05,64.518,83.912,1.03,297.8,58.27,14.13,383.91,1.60625,92.116
Conveyor Belt 4,10/23/2023 9:30,Running,,1505.51,0.05,nan,84.429,1.07,299.11,58.27,18.38,378.09,1.606,92.043
Conveyor Belt 4,10/23/2023 9:45,Running,,1492.6,0.05,64.762,83.739,1.36,282.03,62.16,15.78,378.69,1.60575,91.97
Conveyor Belt 4,10/23/2023 10:00,Running,,1500.73,0.05,64.781,84.33,1.26,298.4,60.82,15.31,379.78,1.6055,91.897
Conveyor Belt 4,10/23/2023 10:15,Running,,1500.92,0.04,64.565,84.199,1.16,289.06,55.82,14.78,383.06,1.60525,91.824
Conveyor Belt 4,10/23/2023 10:30,Running,,1496.76,0.06,65.442,85.319,1.28,293.02,59.74,15.42,381.32,1.605,91.751
Conveyor Belt 4,10/23/2023 10:45,Running,,1507.65,0.05,65.764,85.499,1.18,301.36,63.16,14.91,384.12,1.60475,91.678
Conveyor Belt 4,10/23/2023 11:00,Running,,1506.8,0.05,65.444,85.23,1.39,294.49,64.54,15.96,384.44,1.6045,91.605
Conveyor Belt 4,10/23/2023 11:15,Running,,1500.1,0.06,65.535,85.066,1.07,295.16,63.05,14.34,384.82,1.60425,91.532
,10/23/2023 11:30,Running,,1496.11,0.05,nan,85.713,1.38,303.99,58.17,15.92,376.43,1.604,91.459
Conveyor Belt 4,10/23/2023 11:45,Running,,1497.1,0.04,66.531,86.055,1.01,319.15,60.57,14.03,377.83,1.60375,91.386
Conveyor Belt 4,10/23/2023 12:00,Running,,1501.79,0.06,66.056,86.438,1.38,311.46,59.18,15.91,383.77,1.6035,91.313
Conveyor Belt 4,10/23/2023 12:15,Running,,1503.77,0.04,66.892,86.808,1.16,319.71,56.59,14.8,383.99,1.60325,91.24
Conveyor Belt 4,10/23/2023 12:30,Running,,1508.58,0.06,66.838,86.403,1.23,282.81,60.66,15.17,380.19,1.603,91.167
Conveyor Belt 4,10/23/2023 12:45,Running,,1493.63,0.06,67.242,86.332,1.23,283.52,60.38,15.16,384.93,1.60275,91.094
Conveyor Belt 4,10/23/2023 13:00,Running,,1494.09,0.05,67.409,87.401,1.18,292.61,63.76,14.88,375.12,1.6025,91.021
Conveyor Belt 4,10/23/2023 13:15,Running,,1499.64,0.06,99.30600000000001,87.277,1.1,281.69,59.44,19.38,375.65,1.60225,90.948
Conveyor Belt 4,10/23/2023 13:30,Running,,1507.24,0.05,67.608,87.434,1.23,317.22,61.02,15.16,375.06,1.602,90.875
Conveyor Belt 4,10/23/2023 13:45,Running,,1494.41,0.05,68.421,87.915,1.27,315.24,64.49,15.35,378.02,1.60175,90.802
Conveyor Belt 4,10/23/2023 14:00,Running,,1494.4,0.06,67.824,88.153,1.4,293.16,62.74,16,377.9,1.6015,90.729
Conveyor Belt 4,10/23/2023 14:15,Running,,1507.02,0.04,102.765,87.928,1.03,292.2,59.75,18.96,379.93,1.60125,90.656
Conveyor Belt 4,10/23/2023 14:30,Running,,1503.61,0.05,99.74499999999999,88.517,1.33,308.15,59.85,21.92,380.17,1.601,90.583
Conveyor Belt 4,10/23/2023 14:45,Running,,1498.66,0.05,68.584,88.478,1.05,285.63,56.17,14.23,375.54,1.60075,90.51
Conveyor Belt 4,10/23/2023 15:00,Running,,1505.6,0.04,69.091,88.167,1.3,313.92,60.26,15.52,380.81,1.6005,90.437
Conveyor Belt 4,10/23/2023 15:15,Running,,1499.18,0.04,68.816,89.137,1.34,299.01,60.49,15.69,377.41,1.60025,90.364
Conveyor Belt 4,10/23/2023 15:30,Running,,1496.82,0.05,69.964,88.995,1.32,304.5,62.9,15.58,382.91,1.6,90.291
Conveyor Belt 4,10/23/2023 15:45,Running,,1496.09,0.06,69.467,89.266,1.16,286.35,56.58,14.82,383.43,1.59975,90.218
Conveyor Belt 4,10/23/2023 16:00,Running,,1501.02,0.06,69.519,89.073,1.05,303.39,58.06,14.24,383.39,1.5995,90.145
Conveyor Belt 4,10/23/2023 16:15,Running,,1505.21,0.04,70.064,89.878,1.16,318.87,58.55,14.82,383.65,1.59925,90.072
Conveyor Belt 4,10/23/2023 16:30,Running,,1508.89,0.04,98.449,89.512,1.24,301.58,55.88,21.75,382.59,1.599,89.999
Conveyor Belt 4,10/23/2023 16:45,Running,,1499.29,0.06,70.686,90.588,1.08,299.84,62.79,14.38,378.19,1.59875,89.926
Conveyor Belt 4,10/23/2023 17:00,Running,,1502.72,ERROR,70.643,90.636,1.08,290.84,64.82,14.38,380.52,1.5985,89.853
Conveyor Belt 4,10/23/2023 17:15,Running,,1509.66,0.05,71.315,90.858,1.18,311.51,63.59,14.91,383.9,1.59825,89.78
Conveyor Belt 4,ERROR,Running,,1503.47,,71.294,91.052,1.26,303.69,57.61,15.31,377.56,1.598,89.707
Conveyor Belt 4,10/23/2023 17:45,Running,,1503.56,0.04,71.129,90.66,1.26,303.29,63.83,15.28,381.51,1.59775,89.634
Conveyor Belt 4,10/23/2023 18:00,Running,,1494.3,0.06,71.319,91.405,1.18,284.07,56.29,14.88,376.31,1.5975,89.561
Conveyor Belt 4,10/23/2023 18:15,Running,,1499.08,0.06,103.144,91.5,1.1,306.48,59.43,20.37,380.02,1.59725,89.488
Conveyor Belt 4,10/23/2023 18:30,Running,,1496.13,0.05,71.837,91.829,1.15,303.69,62.82,14.75,379.92,1.597,89.415
Conveyor Belt 4,10/23/2023 18:45,Running,,1501.45,0.04,72.659,91.338,1.3,317.62,57.98,15.49,376.91,1.59675,89.342
Conveyor Belt 4,10/23/2023 19:00,Running,,1491.35,0.05,72.875,91.883,1.11,287.91,64.77,14.53,376.44,1.5965,89.269
Conveyor Belt 4,10/23/2023 19:15,Running,,1493.36,0.06,72.878,92.381,1.04,307.57,63.3,14.2,384.7,1.59625,89.196
Conveyor Belt 4,10/23/2023 19:30,Running,,1501.82,0.06,72.557,92.573,1.22,316.28,60.18,15.09,380.72,1.596,89.123
Conveyor Belt 4,10/23/2023 19:45,Running,,1496.57,0.05,115.291,92.36,1.38,285.7,58.74,20.38,377.43,1.59575,89.05
Conveyor Belt 4,10/23/2023 20:00,Running,,1505.83,0.05,73.741,92.413,1.2,290.97,63.98,15.01,379.36,1.5955,88.977
Conveyor Belt 4,10/23/2023 20:15,Running,,1496.86,0.04,73.089,92.677,1.1,294.1,58.9,14.48,375.32,1.59525,88.904
Conveyor Belt 4,10/23/2023 20:30,Running,,1490.97,0.04,73.91,93.218,1.15,317.49,64.6,14.73,380.38,1.595,
Conveyor Belt 4,10/23/2023 20:45,Running,,1495.81,0.04,74.331,93.289,1.19,ERROR,59.54,14.97,377.18,1.59475,88.758
Conveyor Belt 4,10/23/2023 21:00,Running,,1491.34,0.04,74.179,93.58,1.3,288.86,55.75,15.5,379.31,1.5945,88.685
Conveyor Belt 4,10/23/2023 21:15,Running,,1497.93,0.06,74.603,93.487,1.34,308.1,59.28,15.68,380.92,1.59425,88.612
Conveyor Belt 4,10/23/2023 21:30,Running,,1499.02,0.05,102.046,94.213,ERROR,,60.99,20.35,383.16,1.594,88.539
Conveyor Belt 4,10/23/2023 21:45,Running,,1499.49,0.06,75.218,94.206,1.24,285.67,56.75,15.21,382.96,1.59375,88.466
Conveyor Belt 4,10/23/2023 22:00,,,1490.69,0.05,118.192,94.3,1.16,311.37,65,19.84,379.97,1.5935,88.393
Conveyor Belt 4,10/23/2023 22:15,Running,,1499.56,0.04,75.342,94.554,1.29,306.51,64.62,15.46,380.23,1.59325,88.32
Conveyor Belt 4,10/23/2023 22:30,Running,,1501.13,0.05,75.083,94.971,1.11,317.34,56.14,14.55,383.23,1.593,88.247
Conveyor Belt 4,10/23/2023 22:45,Running,,1506.74,0.05,ERROR,95.59,1.25,309.2,55.44,15.23,384.42,1.59275,88.174
Conveyor Belt 4,10/23/2023 23:00,Running,,1502.84,0.05,nan,95.287,1.39,305.42,62.72,21.87,377,1.5925,88.101
Conveyor Belt 4,10/23/2023 23:15,Running,,1503.36,0.05,75.889,95.888,1.06,312.37,64.7,14.28,ERROR,1.59225,88.028
Conveyor Belt 4,10/23/2023 23:30,Running,,1498.34,0.04,76.001,95.738,1.28,287.36,57.81,15.42,384.19,,87.955
Conveyor Belt 4,10/23/2023 23:45,Running,,1495.26,0.05,76.106,95.848,1.3,297.35,58.84,15.49,376.62,1.59175,87.882
Conveyor Belt 4,10/24/2023 0:00,Running,,1490.82,0.04,118.671,96.902,1.36,318.07,55.12,20.77,382.09,1.5915,87.809
Conveyor Belt 4,10/24/2023 0:15,Running,,1498.37,0.04,77.076,96.975,1.07,295.5,59.68,14.34,376.48,1.59125,87.736
Conveyor Belt 4,10/24/2023 0:30,Running,,1503.22,0.06,114.323,96.755,1.21,314.38,58.2,20.41,384.2,1.591,87.663
Conveyor Belt 4,10/24/2023 0:45,Running,,ERROR,0.04,77.474,97.661,1.29,311.84,56.16,15.43,379.79,1.59075,87.59
Conveyor Belt 4,10/24/2023 1:00,Running,,1498.13,0.06,77.785,97.471,1.07,317.14,55.39,14.35,ERROR,1.5905,87.517
